,LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate,zip_code_5,Minority,YearApproved,NAICS_6,LongName,IndustrySubsector,NAICS_4,BorrowerName - Clean
5044,1255298406,02/01/2021,912.0,PPS,HARRY SEAFOOD INC,8158 Canyon Creek Cir,Pleasanton,CA,94588-4764,0,Exemption 4,60,100,63700.0,63700.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Pleasanton,ALAMEDA,CA,94588-4764,CA-15,7,424460.0,Asian,Not Hispanic or Latino,0.0,63700.0,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,0.0,,94588.0,Yes,2021,424460.0,Fish and Seafood Merchant Wholesalers ,Grocery and Related Product Merchant Wholesalers ,4244.0,HARRY SEAFOOD
5050,9788087100,04/15/2020,912.0,PPP,"ROLL HOUSE, INC.",3486 EL CAMINO REAL,SANTA CLARA,CA,95051-2809,0,Exemption 4,24,100,63698.45,63698.45,0.0,,188567.0,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,N,N,Existing or more than 2 years old,SANTA CLARA,SANTA CLARA,CA,95051-2809,CA-17,10,722511.0,Asian,Not Hispanic or Latino,0.0,63698.45,0.0,0.0,0.0,0.0,0.0,Corporation,109526.0,KeyPoint CU,SANTA CLARA,CA,Female Owned,Non-Veteran,,64349.4,05/03/2021,95051.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,ROLL HOUSE
5079,3049998010,06/24/2020,912.0,PPP,HONG KONG SEAFOOD RESTAURANT LLC,18803 Mount Jasper Drive,Castro Valley,CA,94552-1939,04/08/2021,Paid in Full,60,100,63400.0,63400.0,0.0,,89895.0,"Gateway Bank, FSB",360 8th St,OAKLAND,CA,94607-4241,U,N,N,New Business or 2 years or less,Castro Valley,ALAMEDA,CA,94552-1939,CA-15,8,722511.0,Asian,Not Hispanic or Latino,0.0,63400.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),89895.0,"Gateway Bank, FSB",OAKLAND,CA,Female Owned,Non-Veteran,,63743.42,01/20/2021,94552.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,HONG KONG SEAFOOD RESTAURANT
5094,9275257010,04/09/2020,912.0,PPP,AVK EATERY LLC,125 Paseo de San Antonio,San Jose,CA,95112-3698,03/10/2021,Paid in Full,24,100,63300.0,63300.0,0.0,Togo's,188901.0,The Bancorp Bank,"409 Silverside Rd, Ste 105",WILMINGTON,DE,19809-1771,U,Y,Y,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95112-3698,CA-19,13,722513.0,Asian,Not Hispanic or Latino,0.0,63300.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),188901.0,The Bancorp Bank,WILMINGTON,DE,Male Owned,Non-Veteran,,53650.89,12/09/2020,95112.0,Yes,2020,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,AVK EATERY
5112,5345747710,05/01/2020,912.0,PPP,UNION FRENCH CLEANERS INC,1718 UNION ST,SAN FRANCISCO,CA,94123-4407,04/16/2021,Paid in Full,24,100,63152.0,63152.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,SAN FRANCISCO,SAN FRANCISCO,CA,94123-4407,CA-12,12,812320.0,Asian,Not Hispanic or Latino,0.0,63152.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,63669.33,02/25/2021,94123.0,Yes,2020,812320.0,Drycleaning and Laundry Services (except Coin-Operated) ,Drycleaning and Laundry Services ,8123.0,UNION FRENCH CLEANERS
5114,6171868308,01/26/2021,912.0,PPS,SUSHI OKAWA,5657 Snell Ave,San Jose,CA,95123-3328,0,Exemption 4,60,100,63109.0,63109.0,0.0,,456756.0,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Y,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95123-3328,CA-19,5,722513.0,Asian,Not Hispanic or Latino,1.0,63107.0,0.0,0.0,0.0,0.0,0.0,Sole Proprietorship,456756.0,Cross River Bank,TEANECK,NJ,Female Owned,Non-Veteran,,0.0,,95123.0,Yes,2021,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SUSHI OKAWA
5128,8577608310,01/29/2021,912.0,PPS,UNION FRENCH CLEANERS INC,1718 Union St,San Francisco,CA,94123-4407,0,Exemption 4,60,100,63000.0,63000.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94123-4407,CA-12,10,812320.0,Asian,Not Hispanic or Latino,1.0,62998.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94123.0,Yes,2021,812320.0,Drycleaning and Laundry Services (except Coin-Operated) ,Drycleaning and Laundry Services ,8123.0,UNION FRENCH CLEANERS
5129,9941547006,04/09/2020,912.0,PPP,ORG INC.,1041 E CAPITOL EXPY STE 30,SAN JOSE,CA,95121-2415,0,Exemption 4,24,100,63000.0,63000.0,0.0,,5597.0,Hanmi Bank,"3660 Wilshire Blvd, PH-A",LOS ANGELES,CA,90010-2719,U,N,N,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95121-2415,CA-19,10,722511.0,Asian,Not Hispanic or Latino,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,Corporation,5597.0,Hanmi Bank,LOS ANGELES,CA,Male Owned,Non-Veteran,,63652.44,05/05/2021,95121.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,ORG
5142,1925597700,05/01/2020,912.0,PPP,"PERFORMANCE FACT, INC.",333 HEGENBERGER RD STE 204,OAKLAND,CA,94621,0,Exemption 4,24,100,62927.0,62927.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,OAKLAND,ALAMEDA,CA,94621-0001,CA-13,3,811310.0,Black or African American,Not Hispanic or Latino,0.0,51456.0,0.0,6255.0,0.0,5216.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,0.0,,94621.0,Yes,2020,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,8113.0,PERFORMANCE FACT
5145,2379987107,04/10/2020,912.0,PPP,GODZILA SUSHI INC.,DIVISADERO ST,SAN FRANCISCO,CA,94115-1117,01/15/2021,Paid in Full,24,100,62900.0,62900.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,N,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94115-1117,CA-12,13,722511.0,Asian,Not Hispanic or Latino,0.0,62900.0,0.0,0.0,0.0,0.0,0.0,Corporation,119918.0,East West Bank,PASADENA,CA,Male Owned,Non-Veteran,,63319.33,12/14/2020,94115.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,GODZILA SUSHI
5146,3636277407,05/07/2020,912.0,PPP,PARADISE NAILS,451A Coddingtown Center,SANTA ROSA,CA,95401,0,Exemption 4,24,100,62896.0,62896.0,0.0,,378915.0,United Business Bank,"500 Ygnacio Valley Rd, Ste 200",WALNUT CREEK,CA,94596-3845,U,Y,Y,Existing or more than 2 years old,SANTA ROSA,SONOMA,CA,95401-0800,CA-05,12,812113.0,Asian,Unknown/NotStated,0.0,62896.0,0.0,0.0,0.0,0.0,0.0,Sole Proprietorship,378915.0,United Business Bank,WALNUT CREEK,CA,Unanswered,Unanswered,,0.0,,95401.0,Yes,2020,812113.0,Nail Salons ,Personal Care Services ,8121.0,PARADISE NAILS
5152,8873588300,01/30/2021,912.0,PPS,LIMA PERUVIAN FOOD LLC,2200 Jerrold Ave Ste N,San Francisco,CA,94124-1034,0,Exemption 4,60,100,62835.0,62835.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94124-1034,CA-12,4,722320.0,Unanswered,Hispanic or Latino,1.0,62831.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),9551.0,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,0.0,,94124.0,Yes,2021,722320.0,Caterers,Special Food Services,7223.0,LIMA PERUVIAN FOOD
5154,8244607109,04/15/2020,912.0,PPP,KAMAL CALIFORNIA INVESTMENT CORP.,1415 MONTEREY ROAD,SAN JOSE,CA,95110-3618,05/01/2021,Paid in Full,24,100,66895.0,62830.0,0.0,,367936.0,Santa Cruz County Bank,75 RIVER ST,SANTA CRUZ,CA,95060,U,Y,Y,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95110-3618,CA-19,5,721110.0,Asian,Not Hispanic or Latino,0.0,62830.0,0.0,0.0,0.0,0.0,0.0,Corporation,367936.0,Santa Cruz County Bank,SANTA CRUZ,CA,Female Owned,Unanswered,,58200.75,12/21/2020,95110.0,Yes,2020,721110.0,Hotels (except Casino Hotels) and Motels ,Traveler Accommodation,7211.0,KAMAL CALIFORNIA INVESTMENT
5191,1128297309,04/28/2020,912.0,PPP,MICKIS TOWING,1235 16TH AVE,OAKLAND,CA,94621,0,Exemption 4,24,100,62500.0,62500.0,0.0,,6042.0,Mechanics Bank,1111 Civic Dr,WALNUT CREEK,CA,94596-3895,U,N,Y,New Business or 2 years or less,OAKLAND,ALAMEDA,CA,94621-0001,CA-13,9,488410.0,Asian,Not Hispanic or Latino,0.0,62500.0,0.0,0.0,0.0,0.0,0.0,Corporation,6042.0,Mechanics Bank,WALNUT CREEK,CA,Male Owned,Non-Veteran,,0.0,,94621.0,Yes,2020,488410.0,Motor Vehicle Towing,Support Activities for Road Transportation,4884.0,MICKIS TOWING
5198,2104397707,05/01/2020,912.0,PPP,REGIONAL PHARMACY INC,200 JOSE FIGUERES AVE STE 235,SAN JOSE,CA,95116,0,Exemption 4,24,100,62500.0,62500.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95116-1000,CA-19,6,621610.0,Asian,Not Hispanic or Latino,0.0,62500.0,0.0,0.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,0.0,,95116.0,Yes,2020,621610.0,Home Health Care Services,Home Health Care Services,6216.0,REGIONAL PHARMACY
5233,9746008401,02/17/2021,912.0,PPS,MICKIS TOWING INC,973 86th Ave,Oakland,CA,94621-1641,0,Exemption 4,60,100,62500.0,62500.0,0.0,,6042.0,Mechanics Bank,1111 Civic Dr,WALNUT CREEK,CA,94596-3895,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94621-1641,CA-13,9,488410.0,Asian,Not Hispanic or Latino,0.0,62500.0,0.0,0.0,0.0,0.0,0.0,Corporation,6042.0,Mechanics Bank,WALNUT CREEK,CA,Male Owned,Non-Veteran,,0.0,,94621.0,Yes,2021,488410.0,Motor Vehicle Towing,Support Activities for Road Transportation,4884.0,MICKIS TOWING
5257,4339108407,02/06/2021,912.0,PPS,TAMS FASHION INC.,45,SAN FRANCISCO,CA,94404,0,Exemption 4,60,100,62300.0,62300.0,0.0,,529471.0,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,U,N,N,Existing or more than 2 years old,SAN FRANCISCO,SAN MATEO,CA,94404,CA-14,3,451130.0,Asian,Not Hispanic or Latino,1.0,62298.0,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,529471.0,Itria Ventures LLC,New York,NY,Female Owned,Non-Veteran,,0.0,,94404.0,Yes,2021,451130.0,"Sewing, Needlework, and Piece Goods Stores ","Sporting Goods, Hobby, and Musical Instrument Stores ",4511.0,TAMS FASHION
5292,4136837200,04/27/2020,912.0,PPP,PIQUEOS LLC,830 Cortland Avenue,San Francisco,CA,94110,0,Exemption 4,24,100,62000.0,62000.0,0.0,,112407.0,Enterprise Bank & Trust,150 N Meramec Ave,CLAYTON,MO,63105-3779,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94110-1000,CA-12,15,722511.0,Asian,Hispanic or Latino,0.0,62000.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),112407.0,Enterprise Bank & Trust,CLAYTON,MO,Male Owned,Non-Veteran,,62654.44,05/24/2021,94110.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,PIQUEOS
5313,5173468403,02/08/2021,912.0,PPS,SLURP RAMEN,710 Commercial St,San Francisco,CA,94108-1803,0,Exemption 4,24,100,61802.04,61802.04,0.0,,110352.0,First Bank of the Lake,"4558 Osage Beach Pkwy, Ste 100",OSAGE BEACH,MO,65065-2372,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94108-1803,CA-12,5,722511.0,Asian,Not Hispanic or Latino,1.0,61797.04,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,110352.0,First Bank of the Lake,OSAGE BEACH,MO,Male Owned,Non-Veteran,,0.0,,94108.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SLURP RAMEN
5318,3334067310,04/29/2020,912.0,PPP,WEAVERS INC,848 E GISH RD STE 6,SAN JOSE,CA,95112-2711,03/18/2021,Paid in Full,24,100,61786.0,61786.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95112-2711,CA-17,5,811198.0,Asian,Unknown/NotStated,0.0,61786.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,62261.67,02/10/2021,95112.0,Yes,2020,811198.0,All Other Automotive Repair and Maintenance ,Automotive Repair and Maintenance,8111.0,WEAVERS
5319,7863248501,03/08/2021,912.0,PPS,WEAVERS INC,848 E Gish Rd Ste 6,San Jose,CA,95112-2711,0,Exemption 4,60,100,61785.0,61785.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95112-2711,CA-17,5,441310.0,Asian,Unknown/NotStated,1.0,61780.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,0.0,,95112.0,Yes,2021,441310.0,Automotive Parts and Accessories Stores ,"Automotive Parts, Accessories, and Tire Stores ",4413.0,WEAVERS
5339,3175557404,05/07/2020,912.0,PPP,LITTLE LAMB INC,979 STORY RD Suite 7030,SAN JOSE,CA,95122-4617,04/16/2021,Paid in Full,24,100,61606.0,61606.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,Y,Y,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95122-4617,CA-19,9,722511.0,Asian,Not Hispanic or Latino,0.0,61606.0,0.0,0.0,0.0,0.0,0.0,Corporation,119918.0,East West Bank,PASADENA,CA,Female Owned,Non-Veteran,,62131.36,03/11/2021,95122.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,LITTLE LAMB
5354,4734217703,05/01/2020,912.0,PPP,SAN FRANCISCO MITSUBISHI FUSO,595 NEWHALL STREET,SAN FRANCISCO,CA,94124,05/08/2021,Paid in Full,24,100,61455.0,61455.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,Y,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94124-0001,CA-12,5,441110.0,Asian,Unknown/NotStated,0.0,61455.0,0.0,0.0,0.0,0.0,0.0,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,62007.25,04/01/2021,94124.0,Yes,2020,441110.0,New Car Dealers ,Automobile Dealers ,4411.0,SAN FRANCISCO MITSUBISHI FUSO
5355,1362498500,02/18/2021,912.0,PPS,DRAGON CITY INC.,1068 Stockton St,San Francisco,CA,94108-1110,0,Exemption 4,60,100,61417.0,61417.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94108-1110,CA-12,16,445291.0,Asian,Not Hispanic or Latino,1.0,61415.0,0.0,0.0,0.0,0.0,0.0,Corporation,119918.0,East West Bank,PASADENA,CA,Male Owned,Non-Veteran,,0.0,,94108.0,Yes,2021,445291.0,Baked Goods Stores ,Specialty Food Stores ,4452.0,DRAGON CITY
5358,8956557203,04/28/2020,912.0,PPP,DRAGON CITY INC.,1068 STOCKTON ST,SAN FRANCISCO,CA,94108-1110,04/17/2021,Paid in Full,24,100,61400.0,61400.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,Y,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94108-1110,CA-12,16,445291.0,Asian,Not Hispanic or Latino,0.0,61400.0,0.0,0.0,0.0,0.0,0.0,Corporation,119918.0,East West Bank,PASADENA,CA,Male Owned,Non-Veteran,,61961.13,03/24/2021,94108.0,Yes,2020,445291.0,Baked Goods Stores ,Specialty Food Stores ,4452.0,DRAGON CITY
5376,9048358404,02/14/2021,912.0,PPS,MIRALOMA MARKET CORPORATION,595 Geary St,San Francisco,CA,94102-1651,0,Exemption 4,60,100,61249.42,61249.42,0.0,,110352.0,First Bank of the Lake,"4558 Osage Beach Pkwy, Ste 100",OSAGE BEACH,MO,65065-2372,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94102-1651,CA-12,6,722513.0,Asian,Not Hispanic or Latino,0.0,61248.42,0.0,0.0,0.0,0.0,0.0,Corporation,110352.0,First Bank of the Lake,OSAGE BEACH,MO,Male Owned,Non-Veteran,,0.0,,94102.0,Yes,2021,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,MIRALOMA MARKET
5404,2401478503,02/20/2021,912.0,PPS,PACIFIC HAND CAR WASH SJ,1051 E Santa Clara St,San Jose,CA,95116-2244,0,Exemption 4,60,100,60915.0,60915.0,0.0,,14315.0,Bank of the West,180 Montgomery St 25th Fl,SAN FRANCISCO,CA,94104-4206,U,Y,Y,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95116-2244,CA-19,16,811192.0,Asian,Not Hispanic or Latino,1.0,60913.0,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,14315.0,Bank of the West,SAN FRANCISCO,CA,Female Owned,Non-Veteran,,0.0,,95116.0,Yes,2021,811192.0,Car Washes ,Automotive Repair and Maintenance,8111.0,PACIFIC HAND CAR WASH SJ
5405,6364197308,04/30/2020,912.0,PPP,IZUMIYA LLC,1581 Webster St. Ste 270,San Francisco,CA,94115,0,Exemption 4,24,100,60910.0,60910.0,0.0,,14315.0,Bank of the West,180 Montgomery St 25th Fl,SAN FRANCISCO,CA,94104-4206,U,Y,Y,New Business or 2 years or less,San Francisco,SAN FRANCISCO,CA,94115-0001,CA-12,15,722511.0,Asian,Not Hispanic or Latino,0.0,60910.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),14315.0,Bank of the West,SAN FRANCISCO,CA,Male Owned,Unanswered,,0.0,,94115.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,IZUMIYA
5410,3906527204,04/27/2020,912.0,PPP,SOGOREA TE LAND TRUST,2501 Harrison st,Oakland,CA,94612,01/21/2021,Paid in Full,24,100,60896.25,60896.25,0.0,,120838.0,Community Bank of the Bay,"180 Grand Ave, Ste 120",OAKLAND,CA,94612-3766,U,N,Y,New Business or 2 years or less,Oakland,ALAMEDA,CA,94612-0001,CA-13,12,813319.0,American Indian or Alaska Native,Unknown/NotStated,0.0,60896.25,0.0,0.0,0.0,0.0,0.0,Non-Profit Organization,120838.0,Community Bank of the Bay,OAKLAND,CA,Female Owned,Non-Veteran,Y,61266.7,12/28/2020,94612.0,Yes,2020,813319.0,Other Social Advocacy Organizations ,Social Advocacy Organizations ,8133.0,SOGOREA TE LAND TRUST
5415,1007128402,01/31/2021,912.0,PPS,HAI THU CORPORATION,39055 Cedar Blvd Ste 116,Newark,CA,94560-5010,0,Exemption 4,60,100,60833.0,60833.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Newark,ALAMEDA,CA,94560-5010,CA-17,14,722511.0,Asian,Not Hispanic or Latino,1.0,60828.0,0.0,0.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,0.0,,94560.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,HAI THU
5416,6637248008,06/30/2020,912.0,PPP,CHA LUA DUC HUONG SANDWICHES,2345 MCKEE RD,SAN JOSE,CA,95116-1609,0,Exemption 4,60,100,60833.0,60833.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Y,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95116-1609,CA-17,17,311811.0,Asian,Not Hispanic or Latino,0.0,60833.0,0.0,0.0,0.0,0.0,0.0,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Female Owned,Non-Veteran,,0.0,,95116.0,Yes,2020,311811.0,Retail Bakeries ,Bakeries and Tortilla Manufacturing,3118.0,CHA LUA DUC HUONG SANDWICHES
5423,6335517701,05/01/2020,912.0,PPP,RED CHILI BERRYESSA LLC,2538 BERRYESSA RD,SAN JOSE,CA,95132-2903,0,Exemption 4,24,100,60760.0,60760.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,SAN JOSE,SANTA CLARA,CA,95132-2903,CA-17,20,722511.0,Asian,Not Hispanic or Latino,0.0,60760.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Unanswered,,61380.92,05/13/2021,95132.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,RED CHILI BERRYESSA
5444,2027288308,01/20/2021,912.0,PPS,ARROYO & COMPANY,1111 Broadway Fl 3,Oakland,CA,94607-4139,0,Exemption 4,60,100,60557.0,60557.18,0.0,,120838.0,Community Bank of the Bay,"180 Grand Ave, Ste 120",OAKLAND,CA,94612-3766,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94607-4139,CA-13,3,531210.0,Unanswered,Hispanic or Latino,0.0,60557.18,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,120838.0,Community Bank of the Bay,OAKLAND,CA,Male Owned,Non-Veteran,,0.0,,94607.0,Yes,2021,531210.0,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,5312.0,ARROYO
5445,2393097205,04/16/2020,912.0,PPP,ARROYO & COMPANY,1111 Broadway Fl 3,Oakland,CA,94607-4139,0,Exemption 4,24,100,60557.17,60557.17,0.0,,120838.0,Community Bank of the Bay,"180 Grand Ave, Ste 120",OAKLAND,CA,94612-3766,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94607-4139,CA-13,3,531210.0,Unanswered,Hispanic or Latino,0.0,60557.17,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,120838.0,Community Bank of the Bay,OAKLAND,CA,Male Owned,Non-Veteran,,61218.25,05/17/2021,94607.0,Yes,2020,531210.0,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,5312.0,ARROYO
5469,1405727404,05/04/2020,912.0,PPP,WHITE HOUSE PHARMACY INC,2453 FOREST AVE,SAN JOSE,CA,95128,0,Exemption 4,24,100,60338.0,60338.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95128-1002,CA-18,9,446110.0,Asian,Not Hispanic or Latino,0.0,60338.0,0.0,0.0,0.0,0.0,0.0,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Female Owned,Non-Veteran,,60890.13,04/08/2021,95128.0,Yes,2020,446110.0,Pharmacies and Drug Stores ,Health and Personal Care Stores ,4461.0,WHITE HOUSE PHARMACY
5481,7691837301,04/30/2020,912.0,PPP,TRANSPORTS,6014 COLLEGE AVE,OAKLAND,CA,94618-1328,04/16/2021,Paid in Full,24,100,60262.0,60262.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,OAKLAND,ALAMEDA,CA,94618-1328,CA-13,12,451110.0,Asian,Not Hispanic or Latino,0.0,60262.0,0.0,0.0,0.0,0.0,0.0,Sole Proprietorship,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,60767.21,03/03/2021,94618.0,Yes,2020,451110.0,Sporting Goods Stores ,"Sporting Goods, Hobby, and Musical Instrument Stores ",4511.0,TRANSPORTS
